userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e20b5556bf95ebd78980,2024-10-10 23:21:04.429768,2024-10-10 23:21:04.429768,dwayne johnson,person
66f0e20b5556bf95ebd78980,2024-10-10 09:35:23.917225,2024-10-10 09:35:23.917225,toy story,movie
66f0e20b5556bf95ebd78980,2024-10-10 02:37:32.550397,2024-10-10 02:37:32.550397,the godfather,movie
66f0e20b5556bf95ebd78980,2024-10-10 14:24:32.551332,2024-10-10 14:24:32.551332,chernobyl,tv
66f0e20b5556bf95ebd78980,2024-10-10 14:12:27.566949,2024-10-10 14:12:27.566949,mad max,movie
66f0e20b5556bf95ebd78980,2024-10-10 16:31:57.218467,2024-10-10 16:31:57.218467,chris hemsworth,person
66f0e20b5556bf95ebd78980,2024-10-10 20:25:41.770313,2024-10-10 20:25:41.770313,forrest gump,movie
66f0e20b5556bf95ebd78980,2024-10-10 14:17:46.606126,2024-10-10 14:17:46.606126,fight club,movie
66f0e20b5556bf95ebd78980,2024-10-10 08:07:00.071982,2024-10-10 08:07:00.071982,fight club,movie
66f0e2a0f9032f7187b16ec5,2024-10-10 03:56:35.575635,2024-10-10 03:56:35.575635,guardians of the galaxy,movie
66f0e2a0f9032f7187b16ec5,2024-10-10 12:02:34.440704,2024-10-10 12:02:34.440704,guardians of the galaxy,movie
66f0e2a0f9032f7187b16ec5,2024-10-10 02:10:44.765854,2024-10-10 02:10:44.765854,the crown,tv
66f0e2a0f9032f7187b16ec5,2024-10-10 17:47:57.692155,2024-10-10 17:47:57.692155,black mirror,tv
66f0e2a0f9032f7187b16ec5,2024-10-10 04:27:46.359736,2024-10-10 04:27:46.359736,chris evans,person
66f0e2a0f9032f7187b16ec5,2024-10-10 03:38:19.125517,2024-10-10 03:38:19.125517,back to the future,movie
66f0e2a0f9032f7187b16ec5,2024-10-10 13:47:58.260984,2024-10-10 13:47:58.260984,mad max,movie
66f0e2a0f9032f7187b16ec5,2024-10-10 23:13:35.025011,2024-10-10 23:13:35.025011,the crown,tv
66f0e2a0f9032f7187b16ec5,2024-10-10 17:44:33.539641,2024-10-10 17:44:33.539641,narcos,tv
