userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e2a0f9032f7187b16ec8,2024-10-15 07:19:51.403261,2024-10-15 07:19:51.403261,stranger things,tv
66f0e2a0f9032f7187b16ec8,2024-10-15 22:33:37.822831,2024-10-15 22:33:37.822831,spider-man,movie
66f0e2a0f9032f7187b16ec8,2024-10-15 17:09:02.749629,2024-10-15 17:09:02.749629,friends,tv
66f0e2a0f9032f7187b16ec8,2024-10-15 05:40:58.175925,2024-10-15 05:40:58.175925,chernobyl,tv
66f0e2a0f9032f7187b16ec8,2024-10-15 13:03:48.600636,2024-10-15 13:03:48.600636,dwayne johnson,person
66f0e2a0f9032f7187b16ec8,2024-10-15 12:55:10.894089,2024-10-15 12:55:10.894089,westworld,tv
66f0e2a0f9032f7187b16ec8,2024-10-15 03:34:47.547183,2024-10-15 03:34:47.547183,emma stone,person
66f0e2a0f9032f7187b16ec8,2024-10-15 11:03:00.563372,2024-10-15 11:03:00.563372,kate winslet,person
66f0e2a0f9032f7187b16ec8,2024-10-15 12:15:16.685208,2024-10-15 12:15:16.685208,westworld,tv
66f0e2a0f9032f7187b16ec8,2024-10-15 19:46:01.883835,2024-10-15 19:46:01.883835,fargo,tv
66f0e0dbed136a0ac7c40e24,2024-10-15 05:06:41.901609,2024-10-15 05:06:41.901609,the office,tv
66f0e0dbed136a0ac7c40e24,2024-10-15 17:12:55.683623,2024-10-15 17:12:55.683623,game of thrones,tv
66f0e0dbed136a0ac7c40e24,2024-10-15 03:52:07.555716,2024-10-15 03:52:07.555716,westworld,tv
66f0e0dbed136a0ac7c40e24,2024-10-15 07:40:01.492072,2024-10-15 07:40:01.492072,breaking bad,tv
66f0e0dbed136a0ac7c40e24,2024-10-15 18:37:29.400735,2024-10-15 18:37:29.400735,the crown,tv
66f0e0dbed136a0ac7c40e24,2024-10-15 05:41:16.496918,2024-10-15 05:41:16.496918,scarlett johansson,person
66f0e3221a83bf58568fd1fa,2024-10-15 02:46:23.905804,2024-10-15 02:46:23.905804,anne hathaway,person
66f0e3221a83bf58568fd1fa,2024-10-15 12:25:13.590548,2024-10-15 12:25:13.590548,narcos,tv
66f0e3221a83bf58568fd1fa,2024-10-15 10:59:12.172732,2024-10-15 10:59:12.172732,scarlett johansson,person
66f0e3221a83bf58568fd1fa,2024-10-15 03:33:05.974724,2024-10-15 03:33:05.974724,the sopranos,tv
66f0e3221a83bf58568fd1fa,2024-10-15 13:48:35.842095,2024-10-15 13:48:35.842095,the witcher,tv
66f0e3221a83bf58568fd1fa,2024-10-15 23:50:20.912134,2024-10-15 23:50:20.912134,narcos,tv
66f0e3221a83bf58568fd1fa,2024-10-15 06:57:27.158888,2024-10-15 06:57:27.158888,the matrix,movie
66f0e3221a83bf58568fd1fa,2024-10-15 17:40:44.831020,2024-10-15 17:40:44.831020,leonardo dicaprio,person
66f0e3221a83bf58568fd1fa,2024-10-15 17:50:59.718126,2024-10-15 17:50:59.718126,jurassic park,movie
66f0e0ee9e43ef20850eeab6,2024-10-15 17:02:44.437911,2024-10-15 17:02:44.437911,the big bang theory,tv
66f0e0ee9e43ef20850eeab6,2024-10-15 19:51:53.194154,2024-10-15 19:51:53.194154,goodfellas,movie
66f0e0ee9e43ef20850eeab6,2024-10-15 19:33:38.896865,2024-10-15 19:33:38.896865,johnny depp,person
66f0e0ee9e43ef20850eeab6,2024-10-15 02:01:08.366588,2024-10-15 02:01:08.366588,fight club,movie
66f0e0ee9e43ef20850eeab6,2024-10-15 21:43:07.235595,2024-10-15 21:43:07.235595,angelina jolie,person
66f0e0ee9e43ef20850eeab6,2024-10-15 04:34:08.791932,2024-10-15 04:34:08.791932,the sopranos,tv
66f0e0ee9e43ef20850eeab6,2024-10-15 06:35:55.761054,2024-10-15 06:35:55.761054,interstellar,movie
66f0e2a0f9032f7187b16ec4,2024-10-15 01:42:10.699651,2024-10-15 01:42:10.699651,true detective,tv
66f0e2a0f9032f7187b16ec4,2024-10-15 05:06:10.468784,2024-10-15 05:06:10.468784,keanu reeves,person
66f0e2a0f9032f7187b16ec4,2024-10-15 21:16:18.224088,2024-10-15 21:16:18.224088,robert downey jr.,person
66f0e2a0f9032f7187b16ec4,2024-10-15 05:58:20.390661,2024-10-15 05:58:20.390661,robert downey jr.,person
66f0e2a0f9032f7187b16ec4,2024-10-15 13:46:47.153140,2024-10-15 13:46:47.153140,forrest gump,movie
66f0e2a0f9032f7187b16ec4,2024-10-15 01:43:01.196813,2024-10-15 01:43:01.196813,better call saul,tv
66f0e2a0f9032f7187b16ec4,2024-10-15 06:32:20.749677,2024-10-15 06:32:20.749677,the boys,tv
66f0e2a0f9032f7187b16ec4,2024-10-15 20:32:47.278001,2024-10-15 20:32:47.278001,meryl streep,person
66f0e313d328f08f55b77c66,2024-10-15 14:24:30.379325,2024-10-15 14:24:30.379325,jennifer aniston,person
66f0e313d328f08f55b77c66,2024-10-15 06:59:00.582191,2024-10-15 06:59:00.582191,saving private ryan,movie
66f0e313d328f08f55b77c66,2024-10-15 21:32:28.322099,2024-10-15 21:32:28.322099,christian bale,person
66f0e313d328f08f55b77c66,2024-10-15 18:21:13.160893,2024-10-15 18:21:13.160893,tom cruise,person
66f0e313d328f08f55b77c66,2024-10-15 02:31:07.510796,2024-10-15 02:31:07.510796,the office,tv
66f0e313d328f08f55b77c66,2024-10-15 02:26:05.418937,2024-10-15 02:26:05.418937,chernobyl,tv
66f0e313d328f08f55b77c66,2024-10-15 18:03:55.986871,2024-10-15 18:03:55.986871,scarlett johansson,person
66f0e313d328f08f55b77c66,2024-10-15 03:13:14.001736,2024-10-15 03:13:14.001736,true detective,tv
