userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e238f57669b3bb036db9,2024-10-13 18:21:45.843675,2024-10-13 18:21:45.843675,the walking dead,tv
66f0e238f57669b3bb036db9,2024-10-13 06:56:48.733777,2024-10-13 06:56:48.733777,inception,movie
66f0e238f57669b3bb036db9,2024-10-13 02:28:51.072400,2024-10-13 02:28:51.072400,emma stone,person
66f0e238f57669b3bb036db9,2024-10-13 22:40:32.962067,2024-10-13 22:40:32.962067,scarlett johansson,person
66f0e238f57669b3bb036db9,2024-10-13 04:21:57.259992,2024-10-13 04:21:57.259992,the sopranos,tv
66f0e238f57669b3bb036db9,2024-10-13 04:25:29.607566,2024-10-13 04:25:29.607566,bojack horseman,tv
66f0e238f57669b3bb036db9,2024-10-13 15:27:57.601525,2024-10-13 15:27:57.601525,true detective,tv
66f0e238f57669b3bb036db9,2024-10-13 07:48:45.735053,2024-10-13 07:48:45.735053,spider-man,movie
66f0e24b84f341894d77182a,2024-10-13 01:19:30.263507,2024-10-13 01:19:30.263507,avengers: endgame,movie
66f0e24b84f341894d77182a,2024-10-13 10:20:48.778830,2024-10-13 10:20:48.778830,the social network,movie
66f0e24b84f341894d77182a,2024-10-13 15:52:26.098083,2024-10-13 15:52:26.098083,leonardo dicaprio,person
66f0e24b84f341894d77182a,2024-10-13 16:20:14.301879,2024-10-13 16:20:14.301879,forrest gump,movie
66f0e24b84f341894d77182a,2024-10-13 04:21:13.505205,2024-10-13 04:21:13.505205,scarlett johansson,person
66f0e24b84f341894d77182a,2024-10-13 00:52:58.349381,2024-10-13 00:52:58.349381,keanu reeves,person
66f0e24b84f341894d77182a,2024-10-13 20:21:47.302190,2024-10-13 20:21:47.302190,back to the future,movie
66f0e238f57669b3bb036db7,2024-10-13 16:31:10.557384,2024-10-13 16:31:10.557384,black mirror,tv
66f0e238f57669b3bb036db7,2024-10-13 08:12:43.709990,2024-10-13 08:12:43.709990,the walking dead,tv
66f0e238f57669b3bb036db7,2024-10-13 07:27:18.463854,2024-10-13 07:27:18.463854,goodfellas,movie
66f0e238f57669b3bb036db7,2024-10-13 10:52:17.358425,2024-10-13 10:52:17.358425,spider-man,movie
66f0e238f57669b3bb036db7,2024-10-13 02:01:38.942548,2024-10-13 02:01:38.942548,mad max,movie
66f0e1699577e70e8146c7d2,2024-10-13 03:20:13.351152,2024-10-13 03:20:13.351152,stranger things,tv
66f0e1699577e70e8146c7d2,2024-10-13 17:07:11.685039,2024-10-13 17:07:11.685039,forrest gump,movie
66f0e1699577e70e8146c7d2,2024-10-13 08:45:06.854578,2024-10-13 08:45:06.854578,toy story,movie
66f0e1699577e70e8146c7d2,2024-10-13 02:41:43.169952,2024-10-13 02:41:43.169952,anne hathaway,person
66f0e1699577e70e8146c7d2,2024-10-13 14:27:09.450803,2024-10-13 14:27:09.450803,will smith,person
66f0e24b84f341894d771829,2024-10-13 02:21:36.147481,2024-10-13 02:21:36.147481,pulp fiction,movie
66f0e24b84f341894d771829,2024-10-13 20:08:04.214393,2024-10-13 20:08:04.214393,sherlock,tv
66f0e24b84f341894d771829,2024-10-13 13:16:41.789646,2024-10-13 13:16:41.789646,kate winslet,person
66f0e24b84f341894d771829,2024-10-13 05:32:19.791280,2024-10-13 05:32:19.791280,the matrix,movie
66f0e24b84f341894d771829,2024-10-13 19:01:55.658857,2024-10-13 19:01:55.658857,fight club,movie
66f0e24b84f341894d771829,2024-10-13 15:55:23.876565,2024-10-13 15:55:23.876565,meryl streep,person
66f0e24b84f341894d771829,2024-10-13 19:19:21.390560,2024-10-13 19:19:21.390560,black mirror,tv
66f0e24b84f341894d771829,2024-10-13 05:16:28.128352,2024-10-13 05:16:28.128352,chris evans,person
66f0e2a0f9032f7187b16ec8,2024-10-13 15:16:13.240035,2024-10-13 15:16:13.240035,shawshank redemption,movie
66f0e2a0f9032f7187b16ec8,2024-10-13 15:39:33.795443,2024-10-13 15:39:33.795443,the mandalorian,tv
66f0e2a0f9032f7187b16ec8,2024-10-13 10:10:00.773428,2024-10-13 10:10:00.773428,the boys,tv
66f0e2a0f9032f7187b16ec8,2024-10-13 23:59:49.642266,2024-10-13 23:59:49.642266,star wars,movie
66f0e2a0f9032f7187b16ec8,2024-10-13 06:29:33.539907,2024-10-13 06:29:33.539907,westworld,tv
66f0e2a0f9032f7187b16ec8,2024-10-13 07:27:38.851001,2024-10-13 07:27:38.851001,lord of the rings,movie
66f0e2a0f9032f7187b16ec8,2024-10-13 13:25:25.779956,2024-10-13 13:25:25.779956,shawshank redemption,movie
66f0e2a0f9032f7187b16ec8,2024-10-13 17:09:42.394205,2024-10-13 17:09:42.394205,avengers: endgame,movie
