userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e25ababc0efaf22091e0,2024-10-11 19:49:59.720688,2024-10-11 19:49:59.720688,margot robbie,person
66f0e25ababc0efaf22091e0,2024-10-11 09:38:13.634999,2024-10-11 09:38:13.634999,the sopranos,tv
66f0e25ababc0efaf22091e0,2024-10-11 21:51:40.824823,2024-10-11 21:51:40.824823,better call saul,tv
66f0e25ababc0efaf22091e0,2024-10-11 13:16:29.737176,2024-10-11 13:16:29.737176,the mandalorian,tv
66f0e25ababc0efaf22091e0,2024-10-11 21:07:54.517716,2024-10-11 21:07:54.517716,rick and morty,tv
66f0e25ababc0efaf22091e0,2024-10-11 18:28:08.449651,2024-10-11 18:28:08.449651,goodfellas,movie
66f0e25ababc0efaf22091e0,2024-10-11 14:01:21.708380,2024-10-11 14:01:21.708380,bojack horseman,tv
66f0e25ababc0efaf22091e0,2024-10-11 09:44:53.110289,2024-10-11 09:44:53.110289,back to the future,movie
66f0e25ababc0efaf22091e0,2024-10-11 19:46:02.270890,2024-10-11 19:46:02.270890,mindhunter,tv
66f0e2a0f9032f7187b16ec7,2024-10-11 13:49:33.744015,2024-10-11 13:49:33.744015,the sopranos,tv
66f0e2a0f9032f7187b16ec7,2024-10-11 18:29:22.254931,2024-10-11 18:29:22.254931,the social network,movie
66f0e2a0f9032f7187b16ec7,2024-10-11 00:25:15.496471,2024-10-11 00:25:15.496471,game of thrones,tv
66f0e2a0f9032f7187b16ec7,2024-10-11 02:35:19.811092,2024-10-11 02:35:19.811092,the social network,movie
66f0e2a0f9032f7187b16ec7,2024-10-11 17:37:20.101210,2024-10-11 17:37:20.101210,the matrix,movie
66f0e238f57669b3bb036db3,2024-10-11 02:59:06.889574,2024-10-11 02:59:06.889574,robert downey jr.,person
66f0e238f57669b3bb036db3,2024-10-11 04:13:31.770216,2024-10-11 04:13:31.770216,better call saul,tv
66f0e238f57669b3bb036db3,2024-10-11 02:38:32.192450,2024-10-11 02:38:32.192450,kate winslet,person
