userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e2e2715a57051574b626,2024-10-29 09:38:48.201401,2024-10-29 09:38:48.201401,christian bale,person
66f0e2e2715a57051574b626,2024-10-29 18:35:31.651042,2024-10-29 18:35:31.651042,mad max,movie
66f0e2e2715a57051574b626,2024-10-29 00:05:11.601189,2024-10-29 00:05:11.601189,ryan gosling,person
66f0e2e2715a57051574b626,2024-10-29 01:25:15.710324,2024-10-29 01:25:15.710324,the boys,tv
66f0e2e2715a57051574b626,2024-10-29 10:34:47.179728,2024-10-29 10:34:47.179728,kate winslet,person
66f0e0ee9e43ef20850eeabb,2024-10-29 18:55:04.032094,2024-10-29 18:55:04.032094,better call saul,tv
66f0e0ee9e43ef20850eeabb,2024-10-29 13:46:03.443187,2024-10-29 13:46:03.443187,forrest gump,movie
66f0e0ee9e43ef20850eeabb,2024-10-29 01:29:08.524244,2024-10-29 01:29:08.524244,sherlock,tv
66f0e0ee9e43ef20850eeabb,2024-10-29 20:10:38.728646,2024-10-29 20:10:38.728646,schindler's list,movie
66f0e0ee9e43ef20850eeabb,2024-10-29 05:38:19.772146,2024-10-29 05:38:19.772146,fargo,tv
66f0e0ee9e43ef20850eeabb,2024-10-29 16:48:32.089222,2024-10-29 16:48:32.089222,inception,movie
66f0e313d328f08f55b77c68,2024-10-29 07:30:23.949056,2024-10-29 07:30:23.949056,saving private ryan,movie
66f0e313d328f08f55b77c68,2024-10-29 12:27:34.960165,2024-10-29 12:27:34.960165,tom cruise,person
66f0e313d328f08f55b77c68,2024-10-29 04:12:42.277322,2024-10-29 04:12:42.277322,brad pitt,person
66f0e313d328f08f55b77c68,2024-10-29 06:12:02.405572,2024-10-29 06:12:02.405572,game of thrones,tv
66f0e313d328f08f55b77c68,2024-10-29 08:58:18.499017,2024-10-29 08:58:18.499017,mindhunter,tv
66f0e313d328f08f55b77c68,2024-10-29 22:48:51.571234,2024-10-29 22:48:51.571234,chris hemsworth,person
66f0e313d328f08f55b77c68,2024-10-29 00:27:52.556158,2024-10-29 00:27:52.556158,the walking dead,tv
66f0e313d328f08f55b77c68,2024-10-29 10:30:56.270377,2024-10-29 10:30:56.270377,the mandalorian,tv
66f0e313d328f08f55b77c68,2024-10-29 08:52:09.922528,2024-10-29 08:52:09.922528,guardians of the galaxy,movie
66f0e0ee9e43ef20850eeab9,2024-10-29 10:03:54.435521,2024-10-29 10:03:54.435521,margot robbie,person
66f0e0ee9e43ef20850eeab9,2024-10-29 08:56:41.668806,2024-10-29 08:56:41.668806,peaky blinders,tv
66f0e0ee9e43ef20850eeab9,2024-10-29 20:51:09.218484,2024-10-29 20:51:09.218484,friends,tv
66f0e0ee9e43ef20850eeab9,2024-10-29 16:08:19.294885,2024-10-29 16:08:19.294885,titanic,movie
66f0e0ee9e43ef20850eeab9,2024-10-29 17:52:51.957552,2024-10-29 17:52:51.957552,jurassic park,movie
