userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e3062ef39d0b29751ae2,2024-10-28 06:31:39.643471,2024-10-28 06:31:39.643471,avengers: endgame,movie
66f0e3062ef39d0b29751ae2,2024-10-28 12:24:51.324735,2024-10-28 12:24:51.324735,chernobyl,tv
66f0e3062ef39d0b29751ae2,2024-10-28 13:32:06.966510,2024-10-28 13:32:06.966510,brad pitt,person
66f0e3062ef39d0b29751ae2,2024-10-28 16:54:02.633050,2024-10-28 16:54:02.633050,johnny depp,person
66f0e3062ef39d0b29751ae2,2024-10-28 16:35:08.589904,2024-10-28 16:35:08.589904,the dark knight,movie
66f0e3062ef39d0b29751ae2,2024-10-28 14:58:35.780974,2024-10-28 14:58:35.780974,friends,tv
66f0e3062ef39d0b29751ae2,2024-10-28 06:35:26.594317,2024-10-28 06:35:26.594317,christian bale,person
66f0e0dbed136a0ac7c40e25,2024-10-28 13:51:35.122387,2024-10-28 13:51:35.122387,the witcher,tv
66f0e0dbed136a0ac7c40e25,2024-10-28 03:59:26.491145,2024-10-28 03:59:26.491145,goodfellas,movie
66f0e0dbed136a0ac7c40e25,2024-10-28 07:56:27.548812,2024-10-28 07:56:27.548812,the dark knight,movie
66f0e0dbed136a0ac7c40e25,2024-10-28 21:54:13.448570,2024-10-28 21:54:13.448570,leonardo dicaprio,person
66f0e0dbed136a0ac7c40e25,2024-10-28 01:46:37.675246,2024-10-28 01:46:37.675246,friends,tv
66f0e238f57669b3bb036dba,2024-10-28 02:06:23.293677,2024-10-28 02:06:23.293677,chris hemsworth,person
66f0e238f57669b3bb036dba,2024-10-28 08:28:22.161717,2024-10-28 08:28:22.161717,westworld,tv
66f0e238f57669b3bb036dba,2024-10-28 10:13:10.335150,2024-10-28 10:13:10.335150,chris hemsworth,person
66f0e238f57669b3bb036dba,2024-10-28 13:43:27.052601,2024-10-28 13:43:27.052601,bojack horseman,tv
66f0e238f57669b3bb036dba,2024-10-28 06:28:27.574329,2024-10-28 06:28:27.574329,tom cruise,person
66f0e238f57669b3bb036dba,2024-10-28 14:49:44.750185,2024-10-28 14:49:44.750185,avengers: endgame,movie
66f0e238f57669b3bb036dba,2024-10-28 18:54:15.992494,2024-10-28 18:54:15.992494,jennifer aniston,person
66f0e2a0f9032f7187b16ec5,2024-10-28 06:30:21.429148,2024-10-28 06:30:21.429148,titanic,movie
66f0e2a0f9032f7187b16ec5,2024-10-28 10:52:45.886427,2024-10-28 10:52:45.886427,goodfellas,movie
66f0e2a0f9032f7187b16ec5,2024-10-28 13:04:16.098235,2024-10-28 13:04:16.098235,will smith,person
66f0e2a0f9032f7187b16ec5,2024-10-28 09:24:59.207642,2024-10-28 09:24:59.207642,forrest gump,movie
66f0e2a0f9032f7187b16ec5,2024-10-28 13:40:04.671481,2024-10-28 13:40:04.671481,robert pattinson,person
66f0e2a0f9032f7187b16ec5,2024-10-28 21:27:09.019262,2024-10-28 21:27:09.019262,interstellar,movie
66f0e2a0f9032f7187b16ec5,2024-10-28 12:44:01.767212,2024-10-28 12:44:01.767212,sherlock,tv
66f0e2a0f9032f7187b16ec5,2024-10-28 10:07:14.380716,2024-10-28 10:07:14.380716,stranger things,tv
66f0e2a0f9032f7187b16ec5,2024-10-28 00:09:20.676656,2024-10-28 00:09:20.676656,avengers: endgame,movie
66f0e2a0f9032f7187b16ec5,2024-10-28 18:14:52.054393,2024-10-28 18:14:52.054393,schindler's list,movie
66f0e24b84f341894d771828,2024-10-28 04:00:03.221082,2024-10-28 04:00:03.221082,house of cards,tv
66f0e24b84f341894d771828,2024-10-28 02:35:55.873960,2024-10-28 02:35:55.873960,guardians of the galaxy,movie
66f0e24b84f341894d771828,2024-10-28 17:01:17.685232,2024-10-28 17:01:17.685232,johnny depp,person
66f0e24b84f341894d771828,2024-10-28 14:58:43.550905,2024-10-28 14:58:43.550905,the witcher,tv
66f0e24b84f341894d771828,2024-10-28 04:44:01.688375,2024-10-28 04:44:01.688375,schindler's list,movie
66f0e24b84f341894d771828,2024-10-28 00:57:42.640019,2024-10-28 00:57:42.640019,chernobyl,tv
66f0e24b84f341894d771828,2024-10-28 02:15:46.238516,2024-10-28 02:15:46.238516,avengers: endgame,movie
66f0e24b84f341894d771828,2024-10-28 18:09:57.306327,2024-10-28 18:09:57.306327,jurassic park,movie
66f0e24b84f341894d771828,2024-10-28 01:34:46.709728,2024-10-28 01:34:46.709728,avengers: endgame,movie
66f0e24b84f341894d771828,2024-10-28 12:31:34.722072,2024-10-28 12:31:34.722072,jennifer aniston,person
66f0e2a0f9032f7187b16ec5,2024-10-28 05:48:42.268824,2024-10-28 05:48:42.268824,the godfather,movie
66f0e2a0f9032f7187b16ec5,2024-10-28 10:04:12.694990,2024-10-28 10:04:12.694990,scarlett johansson,person
66f0e2a0f9032f7187b16ec5,2024-10-28 17:23:26.514629,2024-10-28 17:23:26.514629,titanic,movie
66f0e2a0f9032f7187b16ec5,2024-10-28 00:30:45.493763,2024-10-28 00:30:45.493763,scarlett johansson,person
66f0e2a0f9032f7187b16ec5,2024-10-28 16:00:55.829102,2024-10-28 16:00:55.829102,dwayne johnson,person
66f0e1699577e70e8146c7d4,2024-10-28 04:43:20.012026,2024-10-28 04:43:20.012026,the matrix,movie
66f0e1699577e70e8146c7d4,2024-10-28 09:50:34.588453,2024-10-28 09:50:34.588453,rick and morty,tv
66f0e1699577e70e8146c7d4,2024-10-28 10:24:31.307085,2024-10-28 10:24:31.307085,kate winslet,person
66f0e1699577e70e8146c7d4,2024-10-28 02:37:38.864973,2024-10-28 02:37:38.864973,black mirror,tv
66f0e1699577e70e8146c7d4,2024-10-28 11:42:01.024804,2024-10-28 11:42:01.024804,back to the future,movie
66f0e1699577e70e8146c7d4,2024-10-28 15:55:31.837073,2024-10-28 15:55:31.837073,jurassic park,movie
66f0e1699577e70e8146c7d4,2024-10-28 07:03:28.523127,2024-10-28 07:03:28.523127,bojack horseman,tv
66f0e1699577e70e8146c7d4,2024-10-28 23:58:12.128486,2024-10-28 23:58:12.128486,peaky blinders,tv
66f0e1699577e70e8146c7d4,2024-10-28 03:01:50.477243,2024-10-28 03:01:50.477243,meryl streep,person
