userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e2d1a181d7946f1d5f3d,2024-10-09 16:53:05.678242,2024-10-09 16:53:05.678242,fight club,movie
66f0e2d1a181d7946f1d5f3d,2024-10-09 06:39:12.690293,2024-10-09 06:39:12.690293,pirates of the caribbean,movie
66f0e2d1a181d7946f1d5f3d,2024-10-09 14:26:32.406457,2024-10-09 14:26:32.406457,stranger things,tv
66f0e2d1a181d7946f1d5f3d,2024-10-09 05:12:28.289916,2024-10-09 05:12:28.289916,robert downey jr.,person
66f0e2d1a181d7946f1d5f3d,2024-10-09 22:56:20.242803,2024-10-09 22:56:20.242803,avengers: endgame,movie
66f0e2d1a181d7946f1d5f3d,2024-10-09 09:52:32.653177,2024-10-09 09:52:32.653177,breaking bad,tv
66f0e2d1a181d7946f1d5f3d,2024-10-09 19:22:03.547023,2024-10-09 19:22:03.547023,spider-man,movie
66f0e2d1a181d7946f1d5f3a,2024-10-09 10:37:46.097078,2024-10-09 10:37:46.097078,the dark knight,movie
66f0e2d1a181d7946f1d5f3a,2024-10-09 00:57:34.028698,2024-10-09 00:57:34.028698,bojack horseman,tv
66f0e2d1a181d7946f1d5f3a,2024-10-09 02:19:43.631624,2024-10-09 02:19:43.631624,the godfather,movie
66f0e2d1a181d7946f1d5f3a,2024-10-09 08:43:02.167514,2024-10-09 08:43:02.167514,leonardo dicaprio,person
66f0e2d1a181d7946f1d5f3a,2024-10-09 11:09:17.717240,2024-10-09 11:09:17.717240,the lion king,movie
66f0e2d1a181d7946f1d5f3a,2024-10-09 06:39:06.382594,2024-10-09 06:39:06.382594,sherlock,tv
66f0e2d1a181d7946f1d5f3a,2024-10-09 16:51:38.412535,2024-10-09 16:51:38.412535,true detective,tv
66f0e2d1a181d7946f1d5f3a,2024-10-09 15:58:54.908737,2024-10-09 15:58:54.908737,ryan gosling,person
66f0e2d1a181d7946f1d5f3a,2024-10-09 08:07:50.581390,2024-10-09 08:07:50.581390,the walking dead,tv
66f0e0dbed136a0ac7c40e24,2024-10-09 21:11:40.603690,2024-10-09 21:11:40.603690,robert downey jr.,person
66f0e0dbed136a0ac7c40e24,2024-10-09 06:15:02.303662,2024-10-09 06:15:02.303662,mindhunter,tv
66f0e0dbed136a0ac7c40e24,2024-10-09 07:12:11.417554,2024-10-09 07:12:11.417554,breaking bad,tv
66f0e0dbed136a0ac7c40e24,2024-10-09 05:45:44.122354,2024-10-09 05:45:44.122354,brad pitt,person
66f0e0dbed136a0ac7c40e24,2024-10-09 21:00:56.212293,2024-10-09 21:00:56.212293,scarlett johansson,person
66f0e24b84f341894d771828,2024-10-09 18:26:33.745812,2024-10-09 18:26:33.745812,the matrix,movie
