userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e3221a83bf58568fd1fb,2024-10-25 08:17:20.408155,2024-10-25 08:17:20.408155,jennifer aniston,person
66f0e3221a83bf58568fd1fb,2024-10-25 13:07:03.086192,2024-10-25 13:07:03.086192,the witcher,tv
66f0e3221a83bf58568fd1fb,2024-10-25 19:19:38.996474,2024-10-25 19:19:38.996474,the lion king,movie
66f0e3221a83bf58568fd1fb,2024-10-25 02:21:05.760678,2024-10-25 02:21:05.760678,the crown,tv
66f0e3221a83bf58568fd1fb,2024-10-25 08:31:22.726476,2024-10-25 08:31:22.726476,shawshank redemption,movie
66f0e3221a83bf58568fd1fb,2024-10-25 12:20:33.809029,2024-10-25 12:20:33.809029,the big bang theory,tv
66f0e313d328f08f55b77c6a,2024-10-25 02:08:55.880749,2024-10-25 02:08:55.880749,back to the future,movie
66f0e313d328f08f55b77c6a,2024-10-25 00:39:47.540277,2024-10-25 00:39:47.540277,forrest gump,movie
66f0e313d328f08f55b77c6a,2024-10-25 08:20:07.039267,2024-10-25 08:20:07.039267,fargo,tv
66f0e313d328f08f55b77c6a,2024-10-25 14:22:18.875980,2024-10-25 14:22:18.875980,shawshank redemption,movie
66f0e313d328f08f55b77c6a,2024-10-25 17:37:30.839718,2024-10-25 17:37:30.839718,johnny depp,person
66f0e313d328f08f55b77c6a,2024-10-25 23:22:19.248357,2024-10-25 23:22:19.248357,meryl streep,person
66f0e313d328f08f55b77c6a,2024-10-25 15:14:45.878350,2024-10-25 15:14:45.878350,true detective,tv
66f0e313d328f08f55b77c6a,2024-10-25 22:28:14.192643,2024-10-25 22:28:14.192643,jurassic park,movie
66f0e313d328f08f55b77c6a,2024-10-25 18:10:25.667866,2024-10-25 18:10:25.667866,stranger things,tv
66f0e24b84f341894d77182a,2024-10-25 03:30:39.108088,2024-10-25 03:30:39.108088,the big bang theory,tv
66f0e24b84f341894d77182a,2024-10-25 19:38:25.710992,2024-10-25 19:38:25.710992,guardians of the galaxy,movie
66f0e24b84f341894d77182a,2024-10-25 03:56:55.571506,2024-10-25 03:56:55.571506,sherlock,tv
66f0e24b84f341894d77182a,2024-10-25 13:14:45.010452,2024-10-25 13:14:45.010452,chris hemsworth,person
66f0e24b84f341894d77182a,2024-10-25 14:02:04.632656,2024-10-25 14:02:04.632656,back to the future,movie
66f0e24b84f341894d77182a,2024-10-25 09:08:17.825744,2024-10-25 09:08:17.825744,chris evans,person
66f0e24b84f341894d77182a,2024-10-25 05:18:02.908781,2024-10-25 05:18:02.908781,robert pattinson,person
66f0e24b84f341894d77182a,2024-10-25 21:31:09.160325,2024-10-25 21:31:09.160325,hugh jackman,person
66f0e313d328f08f55b77c65,2024-10-25 03:37:28.100629,2024-10-25 03:37:28.100629,scarlett johansson,person
66f0e313d328f08f55b77c65,2024-10-25 11:40:22.417444,2024-10-25 11:40:22.417444,scarlett johansson,person
66f0e313d328f08f55b77c65,2024-10-25 19:29:59.650876,2024-10-25 19:29:59.650876,house of cards,tv
66f0e313d328f08f55b77c65,2024-10-25 18:17:11.265596,2024-10-25 18:17:11.265596,the boys,tv
66f0e313d328f08f55b77c65,2024-10-25 13:43:21.812595,2024-10-25 13:43:21.812595,the mandalorian,tv
66f0e20b5556bf95ebd78981,2024-10-25 23:37:09.655257,2024-10-25 23:37:09.655257,shawshank redemption,movie
66f0e20b5556bf95ebd78981,2024-10-25 18:53:18.393423,2024-10-25 18:53:18.393423,keanu reeves,person
66f0e20b5556bf95ebd78981,2024-10-25 11:25:05.997778,2024-10-25 11:25:05.997778,true detective,tv
66f0e20b5556bf95ebd78981,2024-10-25 07:23:55.752631,2024-10-25 07:23:55.752631,emma stone,person
66f0e20b5556bf95ebd78981,2024-10-25 09:51:41.795090,2024-10-25 09:51:41.795090,better call saul,tv
66f0e20b5556bf95ebd78981,2024-10-25 17:16:01.512815,2024-10-25 17:16:01.512815,jurassic park,movie
