userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e24b84f341894d77182c,2024-10-01 12:50:03.892695,2024-10-01 12:50:03.892695,shawshank redemption,movie
66f0e24b84f341894d77182c,2024-10-01 10:58:47.882811,2024-10-01 10:58:47.882811,game of thrones,tv
66f0e24b84f341894d77182c,2024-10-01 05:34:48.884469,2024-10-01 05:34:48.884469,stranger things,tv
66f0e24b84f341894d77182c,2024-10-01 01:30:33.347416,2024-10-01 01:30:33.347416,the big bang theory,tv
66f0e24b84f341894d77182c,2024-10-01 14:11:47.237740,2024-10-01 14:11:47.237740,game of thrones,tv
66f0e24b84f341894d77182c,2024-10-01 22:15:25.972530,2024-10-01 22:15:25.972530,the lion king,movie
66f0e24b84f341894d77182c,2024-10-01 22:59:52.305612,2024-10-01 22:59:52.305612,inception,movie
66f0e24b84f341894d77182c,2024-10-01 22:20:33.921222,2024-10-01 22:20:33.921222,sherlock,tv
66f0e24b84f341894d77182c,2024-10-01 08:41:02.735214,2024-10-01 08:41:02.735214,black mirror,tv
66f0e2e2715a57051574b627,2024-10-01 04:32:30.505447,2024-10-01 04:32:30.505447,chris hemsworth,person
66f0e2e2715a57051574b627,2024-10-01 03:27:32.486647,2024-10-01 03:27:32.486647,ryan gosling,person
66f0e2e2715a57051574b627,2024-10-01 01:51:29.229888,2024-10-01 01:51:29.229888,johnny depp,person
66f0e2e2715a57051574b627,2024-10-01 10:41:03.883397,2024-10-01 10:41:03.883397,schindler's list,movie
66f0e2e2715a57051574b627,2024-10-01 10:27:02.669792,2024-10-01 10:27:02.669792,stranger things,tv
66f0e2e2715a57051574b627,2024-10-01 18:50:44.299914,2024-10-01 18:50:44.299914,pulp fiction,movie
66f0e2e2715a57051574b627,2024-10-01 06:35:24.196934,2024-10-01 06:35:24.196934,chris hemsworth,person
66f0e2e2715a57051574b627,2024-10-01 06:55:38.921862,2024-10-01 06:55:38.921862,christian bale,person
