userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e2e2715a57051574b626,2024-09-30 08:51:37.680249,2024-09-30 08:51:37.680249,mindhunter,tv
66f0e2e2715a57051574b626,2024-09-30 19:15:36.000807,2024-09-30 19:15:36.000807,fight club,movie
66f0e2e2715a57051574b626,2024-09-30 11:50:45.416655,2024-09-30 11:50:45.416655,spider-man,movie
66f0e2e2715a57051574b626,2024-09-30 13:34:14.444473,2024-09-30 13:34:14.444473,ryan gosling,person
66f0e2e2715a57051574b626,2024-09-30 12:06:12.578079,2024-09-30 12:06:12.578079,peaky blinders,tv
66f0e2e2715a57051574b627,2024-09-30 21:10:46.936878,2024-09-30 21:10:46.936878,anne hathaway,person
66f0e2e2715a57051574b627,2024-09-30 02:36:18.707410,2024-09-30 02:36:18.707410,titanic,movie
66f0e2e2715a57051574b627,2024-09-30 22:40:38.236422,2024-09-30 22:40:38.236422,samuel l. jackson,person
66f0e2e2715a57051574b627,2024-09-30 15:25:22.914253,2024-09-30 15:25:22.914253,leonardo dicaprio,person
66f0e2e2715a57051574b627,2024-09-30 21:13:20.739137,2024-09-30 21:13:20.739137,chernobyl,tv
66f0e2e2715a57051574b627,2024-09-30 11:56:44.267095,2024-09-30 11:56:44.267095,the godfather,movie
66f0e2e2715a57051574b628,2024-09-30 08:06:39.598891,2024-09-30 08:06:39.598891,pulp fiction,movie
66f0e2e2715a57051574b628,2024-09-30 02:44:22.210298,2024-09-30 02:44:22.210298,pulp fiction,movie
66f0e2e2715a57051574b628,2024-09-30 06:08:48.508777,2024-09-30 06:08:48.508777,forrest gump,movie
66f0e2e2715a57051574b628,2024-09-30 00:17:37.833950,2024-09-30 00:17:37.833950,johnny depp,person
66f0e2e2715a57051574b628,2024-09-30 01:15:44.097817,2024-09-30 01:15:44.097817,westworld,tv
66f0e2e2715a57051574b628,2024-09-30 06:33:43.854925,2024-09-30 06:33:43.854925,christian bale,person
66f0e2e2715a57051574b628,2024-09-30 11:19:02.178866,2024-09-30 11:19:02.178866,spider-man,movie
66f0e2e2715a57051574b629,2024-09-30 12:57:01.992138,2024-09-30 12:57:01.992138,true detective,tv
66f0e2e2715a57051574b629,2024-09-30 06:11:22.637797,2024-09-30 06:11:22.637797,pirates of the caribbean,movie
66f0e2e2715a57051574b629,2024-09-30 16:21:03.598156,2024-09-30 16:21:03.598156,spider-man,movie
66f0e2e2715a57051574b629,2024-09-30 00:49:02.258042,2024-09-30 00:49:02.258042,stranger things,tv
66f0e2e2715a57051574b629,2024-09-30 21:37:36.638222,2024-09-30 21:37:36.638222,the lion king,movie
66f0e2e2715a57051574b629,2024-09-30 18:25:25.617908,2024-09-30 18:25:25.617908,mad max,movie
66f0e2e2715a57051574b629,2024-09-30 05:20:46.193324,2024-09-30 05:20:46.193324,kate winslet,person
66f0e2e2715a57051574b62a,2024-09-30 20:00:36.106535,2024-09-30 20:00:36.106535,fight club,movie
66f0e2e2715a57051574b62a,2024-09-30 11:06:54.123581,2024-09-30 11:06:54.123581,chernobyl,tv
66f0e2e2715a57051574b62a,2024-09-30 14:15:54.946026,2024-09-30 14:15:54.946026,bojack horseman,tv
66f0e2e2715a57051574b62a,2024-09-30 03:46:47.727787,2024-09-30 03:46:47.727787,the witcher,tv
66f0e2e2715a57051574b62a,2024-09-30 10:47:11.086745,2024-09-30 10:47:11.086745,fight club,movie
66f0e2e2715a57051574b62a,2024-09-30 04:40:45.433340,2024-09-30 04:40:45.433340,natalie portman,person
66f0e2e2715a57051574b62a,2024-09-30 07:58:54.735796,2024-09-30 07:58:54.735796,peaky blinders,tv
66f0e2e2715a57051574b62a,2024-09-30 13:38:09.966148,2024-09-30 13:38:09.966148,the dark knight,movie
66f0e2e2715a57051574b62b,2024-09-30 16:32:33.005761,2024-09-30 16:32:33.005761,peaky blinders,tv
66f0e2e2715a57051574b62b,2024-09-30 10:05:16.268102,2024-09-30 10:05:16.268102,true detective,tv
66f0e2e2715a57051574b62b,2024-09-30 01:20:12.532056,2024-09-30 01:20:12.532056,titanic,movie
66f0e2e2715a57051574b62b,2024-09-30 02:03:15.543143,2024-09-30 02:03:15.543143,kate winslet,person
66f0e2e2715a57051574b62b,2024-09-30 20:22:56.866021,2024-09-30 20:22:56.866021,the crown,tv
66f0e2e2715a57051574b62b,2024-09-30 00:40:54.579954,2024-09-30 00:40:54.579954,friends,tv
66f0e2e2715a57051574b62c,2024-09-30 09:36:39.569841,2024-09-30 09:36:39.569841,the walking dead,tv
66f0e2e2715a57051574b62c,2024-09-30 02:47:55.283418,2024-09-30 02:47:55.283418,mindhunter,tv
66f0e2e2715a57051574b62c,2024-09-30 15:43:35.848333,2024-09-30 15:43:35.848333,chris evans,person
66f0e2e2715a57051574b62c,2024-09-30 09:32:17.567791,2024-09-30 09:32:17.567791,goodfellas,movie
66f0e2e2715a57051574b62c,2024-09-30 00:50:11.151963,2024-09-30 00:50:11.151963,mad max,movie
66f0e2e2715a57051574b62c,2024-09-30 17:10:37.410981,2024-09-30 17:10:37.410981,jurassic park,movie
66f0e2e2715a57051574b62c,2024-09-30 06:34:10.946800,2024-09-30 06:34:10.946800,bojack horseman,tv
66f0e2e2715a57051574b62c,2024-09-30 12:15:52.896175,2024-09-30 12:15:52.896175,stranger things,tv
66f0e2e2715a57051574b62c,2024-09-30 22:35:05.794921,2024-09-30 22:35:05.794921,better call saul,tv
66f0e2e2715a57051574b62c,2024-09-30 12:16:24.525695,2024-09-30 12:16:24.525695,chernobyl,tv
66f0e2e2715a57051574b62d,2024-09-30 02:33:38.292164,2024-09-30 02:33:38.292164,angelina jolie,person
66f0e2e2715a57051574b62d,2024-09-30 23:24:07.066208,2024-09-30 23:24:07.066208,the dark knight,movie
66f0e2e2715a57051574b62d,2024-09-30 18:10:23.946777,2024-09-30 18:10:23.946777,goodfellas,movie
66f0e2e2715a57051574b62d,2024-09-30 22:53:13.901876,2024-09-30 22:53:13.901876,chris evans,person
66f0e2e2715a57051574b62d,2024-09-30 12:10:18.505918,2024-09-30 12:10:18.505918,jennifer aniston,person
66f0e2e2715a57051574b62d,2024-09-30 16:31:38.822023,2024-09-30 16:31:38.822023,chernobyl,tv
66f0e2e2715a57051574b62d,2024-09-30 06:49:02.301875,2024-09-30 06:49:02.301875,chris hemsworth,person
66f0e2e2715a57051574b62d,2024-09-30 00:49:48.529147,2024-09-30 00:49:48.529147,lord of the rings,movie
66f0e2e2715a57051574b62d,2024-09-30 01:25:18.815575,2024-09-30 01:25:18.815575,black mirror,tv
66f0e2e2715a57051574b62e,2024-09-30 04:54:13.600252,2024-09-30 04:54:13.600252,true detective,tv
66f0e2e2715a57051574b62e,2024-09-30 15:35:07.297740,2024-09-30 15:35:07.297740,tom cruise,person
66f0e2e2715a57051574b62e,2024-09-30 09:01:03.070024,2024-09-30 09:01:03.070024,kate winslet,person
66f0e2e2715a57051574b62e,2024-09-30 01:38:52.996780,2024-09-30 01:38:52.996780,back to the future,movie
66f0e2e2715a57051574b62e,2024-09-30 08:45:49.795906,2024-09-30 08:45:49.795906,natalie portman,person
66f0e2e2715a57051574b62e,2024-09-30 19:14:57.061977,2024-09-30 19:14:57.061977,natalie portman,person
66f0e2e2715a57051574b62e,2024-09-30 01:07:54.683972,2024-09-30 01:07:54.683972,spider-man,movie
66f0e2e2715a57051574b62f,2024-09-30 03:54:32.453268,2024-09-30 03:54:32.453268,spider-man,movie
66f0e2e2715a57051574b62f,2024-09-30 13:11:51.282611,2024-09-30 13:11:51.282611,mindhunter,tv
66f0e2e2715a57051574b62f,2024-09-30 16:49:34.765807,2024-09-30 16:49:34.765807,mindhunter,tv
66f0e2e2715a57051574b62f,2024-09-30 05:55:00.110597,2024-09-30 05:55:00.110597,chris evans,person
66f0e2e2715a57051574b62f,2024-09-30 18:35:59.490607,2024-09-30 18:35:59.490607,mad max,movie
66f0e2e2715a57051574b62f,2024-09-30 15:06:54.842698,2024-09-30 15:06:54.842698,will smith,person
