userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e238f57669b3bb036db1,2024-09-07 04:58:54.603792,2024-09-07 04:58:54.603792,the social network,movie
66f0e238f57669b3bb036db1,2024-09-07 02:25:44.620440,2024-09-07 02:25:44.620440,jennifer aniston,person
66f0e238f57669b3bb036db1,2024-09-07 23:06:35.735915,2024-09-07 23:06:35.735915,jennifer aniston,person
66f0e238f57669b3bb036db1,2024-09-07 15:13:33.693624,2024-09-07 15:13:33.693624,lord of the rings,movie
66f0e238f57669b3bb036db1,2024-09-07 23:26:36.382478,2024-09-07 23:26:36.382478,bojack horseman,tv
66f0e238f57669b3bb036db1,2024-09-07 09:59:36.112622,2024-09-07 09:59:36.112622,interstellar,movie
66f0e238f57669b3bb036db1,2024-09-07 19:38:20.004825,2024-09-07 19:38:20.004825,house of cards,tv
66f0e238f57669b3bb036db1,2024-09-07 01:04:48.732070,2024-09-07 01:04:48.732070,titanic,movie
66f0e2a0f9032f7187b16eca,2024-09-07 21:52:06.147970,2024-09-07 21:52:06.147970,the matrix,movie
66f0e2a0f9032f7187b16eca,2024-09-07 09:46:41.667865,2024-09-07 09:46:41.667865,interstellar,movie
66f0e2a0f9032f7187b16eca,2024-09-07 11:49:25.818216,2024-09-07 11:49:25.818216,the walking dead,tv
66f0e2a0f9032f7187b16eca,2024-09-07 21:53:25.070447,2024-09-07 21:53:25.070447,true detective,tv
66f0e2a0f9032f7187b16eca,2024-09-07 04:13:29.423434,2024-09-07 04:13:29.423434,christian bale,person
66f0e2a0f9032f7187b16eca,2024-09-07 12:49:24.450870,2024-09-07 12:49:24.450870,chris evans,person
66f0e2a0f9032f7187b16eca,2024-09-07 18:44:53.008095,2024-09-07 18:44:53.008095,saving private ryan,movie
66f0e2a0f9032f7187b16eca,2024-09-07 05:26:34.619345,2024-09-07 05:26:34.619345,jurassic park,movie
66f0e2a0f9032f7187b16eca,2024-09-07 16:54:18.626963,2024-09-07 16:54:18.626963,westworld,tv
66f0e2a0f9032f7187b16eca,2024-09-07 11:54:00.766284,2024-09-07 11:54:00.766284,sherlock,tv
66f0e0dbed136a0ac7c40e21,2024-09-07 21:30:55.188246,2024-09-07 21:30:55.188246,chris evans,person
66f0e0dbed136a0ac7c40e21,2024-09-07 12:46:43.668040,2024-09-07 12:46:43.668040,the godfather,movie
66f0e0dbed136a0ac7c40e21,2024-09-07 00:18:55.213497,2024-09-07 00:18:55.213497,saving private ryan,movie
66f0e0dbed136a0ac7c40e21,2024-09-07 09:01:55.668984,2024-09-07 09:01:55.668984,brad pitt,person
66f0e0dbed136a0ac7c40e21,2024-09-07 19:17:18.072934,2024-09-07 19:17:18.072934,tom hanks,person
66f0e0dbed136a0ac7c40e21,2024-09-07 19:01:26.471997,2024-09-07 19:01:26.471997,pirates of the caribbean,movie
66f0e0dbed136a0ac7c40e21,2024-09-07 13:27:03.360239,2024-09-07 13:27:03.360239,tom cruise,person
66f0e0dbed136a0ac7c40e21,2024-09-07 11:16:35.484522,2024-09-07 11:16:35.484522,the sopranos,tv
66f0e24b84f341894d77182c,2024-09-07 02:17:10.539722,2024-09-07 02:17:10.539722,spider-man,movie
66f0e24b84f341894d77182c,2024-09-07 12:56:43.438402,2024-09-07 12:56:43.438402,the sopranos,tv
66f0e24b84f341894d77182c,2024-09-07 12:38:39.225815,2024-09-07 12:38:39.225815,the matrix,movie
66f0e24b84f341894d77182c,2024-09-07 14:23:52.569222,2024-09-07 14:23:52.569222,chris hemsworth,person
66f0e24b84f341894d77182c,2024-09-07 17:11:30.128856,2024-09-07 17:11:30.128856,anne hathaway,person
66f0e3062ef39d0b29751ae2,2024-09-07 13:59:34.157511,2024-09-07 13:59:34.157511,forrest gump,movie
66f0e3062ef39d0b29751ae2,2024-09-07 11:19:23.795453,2024-09-07 11:19:23.795453,true detective,tv
66f0e3062ef39d0b29751ae2,2024-09-07 09:27:48.060433,2024-09-07 09:27:48.060433,angelina jolie,person
66f0e3062ef39d0b29751ae2,2024-09-07 17:08:10.164048,2024-09-07 17:08:10.164048,toy story,movie
66f0e3062ef39d0b29751ae2,2024-09-07 03:15:36.487641,2024-09-07 03:15:36.487641,jurassic park,movie
66f0e3062ef39d0b29751ade,2024-09-07 10:59:39.134230,2024-09-07 10:59:39.134230,christian bale,person
66f0e3062ef39d0b29751ade,2024-09-07 10:25:47.948379,2024-09-07 10:25:47.948379,better call saul,tv
66f0e3062ef39d0b29751ade,2024-09-07 04:10:42.964798,2024-09-07 04:10:42.964798,robert pattinson,person
66f0e3062ef39d0b29751ade,2024-09-07 13:35:04.590314,2024-09-07 13:35:04.590314,dwayne johnson,person
66f0e3062ef39d0b29751ade,2024-09-07 11:58:24.297536,2024-09-07 11:58:24.297536,kate winslet,person
66f0e3062ef39d0b29751ade,2024-09-07 15:07:32.455776,2024-09-07 15:07:32.455776,breaking bad,tv
66f0e3221a83bf58568fd200,2024-09-07 02:24:23.951260,2024-09-07 02:24:23.951260,the godfather,movie
66f0e3221a83bf58568fd200,2024-09-07 09:23:50.269297,2024-09-07 09:23:50.269297,samuel l. jackson,person
66f0e3221a83bf58568fd200,2024-09-07 11:39:09.929433,2024-09-07 11:39:09.929433,titanic,movie
66f0e3221a83bf58568fd200,2024-09-07 07:43:54.927324,2024-09-07 07:43:54.927324,better call saul,tv
66f0e3221a83bf58568fd200,2024-09-07 09:29:20.437904,2024-09-07 09:29:20.437904,jurassic park,movie
66f0e3221a83bf58568fd200,2024-09-07 18:01:00.244885,2024-09-07 18:01:00.244885,forrest gump,movie
