userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e2a0f9032f7187b16ec4,2024-09-28 12:09:40.002205,2024-09-28 12:09:40.002205,star wars,movie
66f0e2a0f9032f7187b16ec4,2024-09-28 19:44:12.336576,2024-09-28 19:44:12.336576,kate winslet,person
66f0e2a0f9032f7187b16ec4,2024-09-28 16:42:39.517954,2024-09-28 16:42:39.517954,westworld,tv
66f0e2a0f9032f7187b16ec4,2024-09-28 06:36:17.911632,2024-09-28 06:36:17.911632,scarlett johansson,person
66f0e2a0f9032f7187b16ec4,2024-09-28 16:15:06.014601,2024-09-28 16:15:06.014601,ryan gosling,person
66f0e2a0f9032f7187b16ec4,2024-09-28 16:15:15.587712,2024-09-28 16:15:15.587712,robert pattinson,person
66f0e2a0f9032f7187b16ec4,2024-09-28 18:33:51.801347,2024-09-28 18:33:51.801347,the big bang theory,tv
66f0e2a0f9032f7187b16ec4,2024-09-28 14:04:15.552961,2024-09-28 14:04:15.552961,house of cards,tv
66f0e2a0f9032f7187b16ec4,2024-09-28 19:26:49.461786,2024-09-28 19:26:49.461786,pirates of the caribbean,movie
66f0e2a0f9032f7187b16ec5,2024-09-28 01:56:06.145230,2024-09-28 01:56:06.145230,will smith,person
66f0e2a0f9032f7187b16ec5,2024-09-28 18:05:06.962272,2024-09-28 18:05:06.962272,stranger things,tv
66f0e2a0f9032f7187b16ec5,2024-09-28 18:22:38.499563,2024-09-28 18:22:38.499563,brad pitt,person
66f0e2a0f9032f7187b16ec5,2024-09-28 03:38:49.439143,2024-09-28 03:38:49.439143,pirates of the caribbean,movie
66f0e2a0f9032f7187b16ec5,2024-09-28 03:52:38.731554,2024-09-28 03:52:38.731554,the sopranos,tv
66f0e2a0f9032f7187b16ec5,2024-09-28 02:14:55.524254,2024-09-28 02:14:55.524254,guardians of the galaxy,movie
66f0e2a0f9032f7187b16ec5,2024-09-28 01:22:32.268397,2024-09-28 01:22:32.268397,avengers: endgame,movie
66f0e2a0f9032f7187b16ec5,2024-09-28 23:06:32.025570,2024-09-28 23:06:32.025570,the dark knight,movie
66f0e2a0f9032f7187b16ec6,2024-09-28 16:09:39.460445,2024-09-28 16:09:39.460445,the social network,movie
66f0e2a0f9032f7187b16ec6,2024-09-28 13:36:04.106405,2024-09-28 13:36:04.106405,breaking bad,tv
66f0e2a0f9032f7187b16ec6,2024-09-28 04:43:20.803540,2024-09-28 04:43:20.803540,the boys,tv
66f0e2a0f9032f7187b16ec6,2024-09-28 10:58:53.559523,2024-09-28 10:58:53.559523,meryl streep,person
66f0e2a0f9032f7187b16ec6,2024-09-28 23:53:37.712347,2024-09-28 23:53:37.712347,brad pitt,person
66f0e2a0f9032f7187b16ec6,2024-09-28 03:35:31.474631,2024-09-28 03:35:31.474631,christian bale,person
66f0e2a0f9032f7187b16ec6,2024-09-28 22:06:07.181652,2024-09-28 22:06:07.181652,game of thrones,tv
66f0e2a0f9032f7187b16ec6,2024-09-28 08:06:53.276661,2024-09-28 08:06:53.276661,kate winslet,person
66f0e2a0f9032f7187b16ec6,2024-09-28 20:32:18.929166,2024-09-28 20:32:18.929166,game of thrones,tv
66f0e2a0f9032f7187b16ec7,2024-09-28 18:26:18.775818,2024-09-28 18:26:18.775818,star wars,movie
