userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e25ababc0efaf22091df,2024-09-27 07:35:30.880064,2024-09-27 07:35:30.880064,back to the future,movie
66f0e25ababc0efaf22091df,2024-09-27 02:45:59.449948,2024-09-27 02:45:59.449948,scarlett johansson,person
66f0e25ababc0efaf22091df,2024-09-27 21:56:40.749107,2024-09-27 21:56:40.749107,the crown,tv
66f0e25ababc0efaf22091df,2024-09-27 20:10:59.137275,2024-09-27 20:10:59.137275,samuel l. jackson,person
66f0e25ababc0efaf22091df,2024-09-27 15:15:57.593636,2024-09-27 15:15:57.593636,goodfellas,movie
66f0e25ababc0efaf22091df,2024-09-27 19:22:04.800654,2024-09-27 19:22:04.800654,star wars,movie
66f0e25ababc0efaf22091df,2024-09-27 14:20:18.722163,2024-09-27 14:20:18.722163,fight club,movie
66f0e25ababc0efaf22091df,2024-09-27 10:45:30.892979,2024-09-27 10:45:30.892979,interstellar,movie
66f0e25ababc0efaf22091df,2024-09-27 11:17:17.116906,2024-09-27 11:17:17.116906,toy story,movie
66f0e25ababc0efaf22091e0,2024-09-27 19:29:38.228706,2024-09-27 19:29:38.228706,chris evans,person
66f0e25ababc0efaf22091e0,2024-09-27 15:06:00.151007,2024-09-27 15:06:00.151007,fight club,movie
66f0e25ababc0efaf22091e0,2024-09-27 06:40:59.268236,2024-09-27 06:40:59.268236,peaky blinders,tv
66f0e25ababc0efaf22091e0,2024-09-27 13:55:16.375028,2024-09-27 13:55:16.375028,the lion king,movie
66f0e25ababc0efaf22091e0,2024-09-27 00:00:47.103073,2024-09-27 00:00:47.103073,the big bang theory,tv
66f0e25ababc0efaf22091e0,2024-09-27 09:10:20.591606,2024-09-27 09:10:20.591606,star wars,movie
66f0e25ababc0efaf22091e0,2024-09-27 05:07:44.116843,2024-09-27 05:07:44.116843,fight club,movie
66f0e25ababc0efaf22091e0,2024-09-27 10:24:52.012416,2024-09-27 10:24:52.012416,scarlett johansson,person
66f0e25ababc0efaf22091e0,2024-09-27 05:05:36.047232,2024-09-27 05:05:36.047232,back to the future,movie
66f0e25ababc0efaf22091e0,2024-09-27 03:39:59.031438,2024-09-27 03:39:59.031438,kate winslet,person
66f0e25ababc0efaf22091e1,2024-09-27 07:45:55.060432,2024-09-27 07:45:55.060432,leonardo dicaprio,person
66f0e25ababc0efaf22091e1,2024-09-27 04:11:39.149245,2024-09-27 04:11:39.149245,house of cards,tv
66f0e25ababc0efaf22091e1,2024-09-27 08:10:11.166424,2024-09-27 08:10:11.166424,mindhunter,tv
66f0e25ababc0efaf22091e1,2024-09-27 06:56:48.369169,2024-09-27 06:56:48.369169,the walking dead,tv
66f0e25ababc0efaf22091e1,2024-09-27 05:25:30.279408,2024-09-27 05:25:30.279408,the boys,tv
66f0e25ababc0efaf22091e1,2024-09-27 05:18:13.293097,2024-09-27 05:18:13.293097,the witcher,tv
66f0e25ababc0efaf22091e1,2024-09-27 11:21:04.161558,2024-09-27 11:21:04.161558,anne hathaway,person
66f0e25ababc0efaf22091e1,2024-09-27 13:59:52.937263,2024-09-27 13:59:52.937263,the sopranos,tv
66f0e25ababc0efaf22091e1,2024-09-27 12:26:25.192887,2024-09-27 12:26:25.192887,kate winslet,person
