userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e24b84f341894d771827,2024-09-26 18:54:00.609529,2024-09-26 18:54:00.609529,the walking dead,tv
66f0e24b84f341894d771827,2024-09-26 14:48:33.016218,2024-09-26 14:48:33.016218,house of cards,tv
66f0e24b84f341894d771827,2024-09-26 00:56:40.534537,2024-09-26 00:56:40.534537,breaking bad,tv
66f0e24b84f341894d771827,2024-09-26 07:32:19.145769,2024-09-26 07:32:19.145769,the big bang theory,tv
66f0e24b84f341894d771827,2024-09-26 03:26:04.912146,2024-09-26 03:26:04.912146,chernobyl,tv
66f0e24b84f341894d771827,2024-09-26 07:36:53.316744,2024-09-26 07:36:53.316744,stranger things,tv
66f0e24b84f341894d771827,2024-09-26 16:12:03.678239,2024-09-26 16:12:03.678239,natalie portman,person
66f0e24b84f341894d771827,2024-09-26 23:32:49.574511,2024-09-26 23:32:49.574511,schindler's list,movie
66f0e24b84f341894d771828,2024-09-26 06:19:35.256107,2024-09-26 06:19:35.256107,christian bale,person
66f0e24b84f341894d771828,2024-09-26 10:47:43.512250,2024-09-26 10:47:43.512250,star wars,movie
66f0e24b84f341894d771828,2024-09-26 17:06:38.530749,2024-09-26 17:06:38.530749,peaky blinders,tv
66f0e24b84f341894d771828,2024-09-26 12:57:15.607336,2024-09-26 12:57:15.607336,brad pitt,person
66f0e24b84f341894d771828,2024-09-26 14:19:39.552119,2024-09-26 14:19:39.552119,back to the future,movie
66f0e24b84f341894d771828,2024-09-26 23:05:09.405446,2024-09-26 23:05:09.405446,jennifer aniston,person
66f0e24b84f341894d771828,2024-09-26 16:32:17.062309,2024-09-26 16:32:17.062309,house of cards,tv
66f0e24b84f341894d771828,2024-09-26 06:11:33.972391,2024-09-26 06:11:33.972391,emma stone,person
66f0e24b84f341894d771828,2024-09-26 05:19:26.233831,2024-09-26 05:19:26.233831,the mandalorian,tv
66f0e24b84f341894d771828,2024-09-26 01:28:30.173347,2024-09-26 01:28:30.173347,inception,movie
66f0e24b84f341894d771829,2024-09-26 22:58:30.321274,2024-09-26 22:58:30.321274,rick and morty,tv
66f0e24b84f341894d771829,2024-09-26 00:56:58.155168,2024-09-26 00:56:58.155168,black mirror,tv
66f0e24b84f341894d771829,2024-09-26 07:07:38.941776,2024-09-26 07:07:38.941776,black mirror,tv
66f0e24b84f341894d771829,2024-09-26 05:43:38.369092,2024-09-26 05:43:38.369092,sherlock,tv
66f0e24b84f341894d771829,2024-09-26 12:50:44.421513,2024-09-26 12:50:44.421513,shawshank redemption,movie
66f0e24b84f341894d771829,2024-09-26 12:51:06.163611,2024-09-26 12:51:06.163611,friends,tv
66f0e24b84f341894d771829,2024-09-26 01:25:09.554294,2024-09-26 01:25:09.554294,the walking dead,tv
66f0e24b84f341894d771829,2024-09-26 17:44:49.187981,2024-09-26 17:44:49.187981,tom cruise,person
66f0e24b84f341894d771829,2024-09-26 07:32:15.273691,2024-09-26 07:32:15.273691,guardians of the galaxy,movie
66f0e24b84f341894d77182a,2024-09-26 21:22:09.234010,2024-09-26 21:22:09.234010,fight club,movie
66f0e24b84f341894d77182a,2024-09-26 20:19:46.661835,2024-09-26 20:19:46.661835,toy story,movie
66f0e24b84f341894d77182a,2024-09-26 16:38:52.877568,2024-09-26 16:38:52.877568,house of cards,tv
66f0e24b84f341894d77182a,2024-09-26 20:58:01.858404,2024-09-26 20:58:01.858404,fargo,tv
66f0e24b84f341894d77182a,2024-09-26 13:58:47.277798,2024-09-26 13:58:47.277798,shawshank redemption,movie
66f0e24b84f341894d77182a,2024-09-26 04:06:58.956197,2024-09-26 04:06:58.956197,chris hemsworth,person
66f0e24b84f341894d77182a,2024-09-26 04:03:08.670738,2024-09-26 04:03:08.670738,bojack horseman,tv
66f0e24b84f341894d77182b,2024-09-26 02:51:39.331423,2024-09-26 02:51:39.331423,stranger things,tv
66f0e24b84f341894d77182b,2024-09-26 01:33:33.735331,2024-09-26 01:33:33.735331,schindler's list,movie
66f0e24b84f341894d77182b,2024-09-26 04:37:37.953531,2024-09-26 04:37:37.953531,breaking bad,tv
66f0e24b84f341894d77182b,2024-09-26 12:17:37.219764,2024-09-26 12:17:37.219764,spider-man,movie
