userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e3221a83bf58568fd1fa,2024-09-17 18:21:02.244526,2024-09-17 18:21:02.244526,better call saul,tv
66f0e3221a83bf58568fd1fa,2024-09-17 10:27:50.815611,2024-09-17 10:27:50.815611,leonardo dicaprio,person
66f0e3221a83bf58568fd1fa,2024-09-17 17:25:16.508704,2024-09-17 17:25:16.508704,game of thrones,tv
66f0e3221a83bf58568fd1fa,2024-09-17 14:07:46.941320,2024-09-17 14:07:46.941320,robert pattinson,person
66f0e3221a83bf58568fd1fa,2024-09-17 07:12:07.706812,2024-09-17 07:12:07.706812,interstellar,movie
66f0e3221a83bf58568fd1fa,2024-09-17 10:13:37.410509,2024-09-17 10:13:37.410509,house of cards,tv
66f0e3221a83bf58568fd1fa,2024-09-17 02:44:34.565674,2024-09-17 02:44:34.565674,emma stone,person
66f0e3221a83bf58568fd1fb,2024-09-17 04:46:26.199762,2024-09-17 04:46:26.199762,chris evans,person
66f0e3221a83bf58568fd1fb,2024-09-17 23:05:18.248990,2024-09-17 23:05:18.248990,peaky blinders,tv
66f0e3221a83bf58568fd1fb,2024-09-17 04:32:38.924008,2024-09-17 04:32:38.924008,back to the future,movie
66f0e3221a83bf58568fd1fb,2024-09-17 13:20:37.621232,2024-09-17 13:20:37.621232,the boys,tv
66f0e3221a83bf58568fd1fb,2024-09-17 04:14:33.671776,2024-09-17 04:14:33.671776,peaky blinders,tv
66f0e3221a83bf58568fd1fb,2024-09-17 11:24:03.022760,2024-09-17 11:24:03.022760,rick and morty,tv
66f0e3221a83bf58568fd1fb,2024-09-17 21:19:02.416728,2024-09-17 21:19:02.416728,guardians of the galaxy,movie
66f0e3221a83bf58568fd1fb,2024-09-17 05:30:15.844999,2024-09-17 05:30:15.844999,the social network,movie
66f0e3221a83bf58568fd1fb,2024-09-17 13:13:11.362068,2024-09-17 13:13:11.362068,margot robbie,person
66f0e3221a83bf58568fd1fc,2024-09-17 03:41:57.645993,2024-09-17 03:41:57.645993,chernobyl,tv
