userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e20b5556bf95ebd78980,2024-09-24 22:10:25.053415,2024-09-24 22:10:25.053415,the office,tv
66f0e20b5556bf95ebd78980,2024-09-24 08:57:01.685992,2024-09-24 08:57:01.685992,chris hemsworth,person
66f0e20b5556bf95ebd78980,2024-09-24 08:37:45.250190,2024-09-24 08:37:45.250190,better call saul,tv
66f0e20b5556bf95ebd78980,2024-09-24 07:24:34.078376,2024-09-24 07:24:34.078376,the social network,movie
66f0e20b5556bf95ebd78980,2024-09-24 10:43:30.859522,2024-09-24 10:43:30.859522,true detective,tv
66f0e20b5556bf95ebd78980,2024-09-24 01:42:19.805724,2024-09-24 01:42:19.805724,keanu reeves,person
66f0e20b5556bf95ebd78981,2024-09-24 00:15:54.016059,2024-09-24 00:15:54.016059,emma stone,person
66f0e20b5556bf95ebd78981,2024-09-24 19:24:09.629157,2024-09-24 19:24:09.629157,guardians of the galaxy,movie
66f0e20b5556bf95ebd78981,2024-09-24 15:01:11.573039,2024-09-24 15:01:11.573039,margot robbie,person
66f0e20b5556bf95ebd78981,2024-09-24 07:17:39.684273,2024-09-24 07:17:39.684273,the sopranos,tv
66f0e20b5556bf95ebd78981,2024-09-24 02:27:18.900725,2024-09-24 02:27:18.900725,the crown,tv
66f0e20b5556bf95ebd78981,2024-09-24 06:37:16.451848,2024-09-24 06:37:16.451848,goodfellas,movie
66f0e20b5556bf95ebd78981,2024-09-24 14:56:48.644058,2024-09-24 14:56:48.644058,sherlock,tv
66f0e20b5556bf95ebd78981,2024-09-24 17:37:15.137370,2024-09-24 17:37:15.137370,dwayne johnson,person
66f0e20b5556bf95ebd78981,2024-09-24 02:59:43.708682,2024-09-24 02:59:43.708682,kate winslet,person
66f0e20b5556bf95ebd78982,2024-09-24 11:47:45.989981,2024-09-24 11:47:45.989981,friends,tv
66f0e20b5556bf95ebd78982,2024-09-24 19:04:16.517690,2024-09-24 19:04:16.517690,peaky blinders,tv
66f0e20b5556bf95ebd78982,2024-09-24 14:23:43.890690,2024-09-24 14:23:43.890690,the walking dead,tv
66f0e20b5556bf95ebd78982,2024-09-24 06:58:59.262182,2024-09-24 06:58:59.262182,the crown,tv
66f0e20b5556bf95ebd78982,2024-09-24 04:48:20.487068,2024-09-24 04:48:20.487068,peaky blinders,tv
66f0e20b5556bf95ebd78982,2024-09-24 22:35:49.870507,2024-09-24 22:35:49.870507,the godfather,movie
66f0e20b5556bf95ebd78982,2024-09-24 20:21:03.798170,2024-09-24 20:21:03.798170,christian bale,person
66f0e20b5556bf95ebd78983,2024-09-24 10:56:08.599216,2024-09-24 10:56:08.599216,toy story,movie
66f0e20b5556bf95ebd78983,2024-09-24 08:15:15.514731,2024-09-24 08:15:15.514731,peaky blinders,tv
66f0e20b5556bf95ebd78983,2024-09-24 14:37:58.398467,2024-09-24 14:37:58.398467,meryl streep,person
66f0e20b5556bf95ebd78983,2024-09-24 16:30:12.878415,2024-09-24 16:30:12.878415,saving private ryan,movie
66f0e20b5556bf95ebd78983,2024-09-24 08:23:35.976300,2024-09-24 08:23:35.976300,natalie portman,person
66f0e20b5556bf95ebd78983,2024-09-24 06:22:20.672411,2024-09-24 06:22:20.672411,spider-man,movie
66f0e20b5556bf95ebd78984,2024-09-24 19:38:08.627110,2024-09-24 19:38:08.627110,westworld,tv
66f0e20b5556bf95ebd78984,2024-09-24 00:29:19.165459,2024-09-24 00:29:19.165459,stranger things,tv
66f0e20b5556bf95ebd78984,2024-09-24 18:58:40.385588,2024-09-24 18:58:40.385588,shawshank redemption,movie
66f0e20b5556bf95ebd78984,2024-09-24 23:44:32.412395,2024-09-24 23:44:32.412395,forrest gump,movie
66f0e20b5556bf95ebd78984,2024-09-24 23:51:40.162779,2024-09-24 23:51:40.162779,breaking bad,tv
66f0e20b5556bf95ebd78984,2024-09-24 15:10:59.735597,2024-09-24 15:10:59.735597,bojack horseman,tv
66f0e20b5556bf95ebd78984,2024-09-24 19:34:33.351345,2024-09-24 19:34:33.351345,johnny depp,person
66f0e20b5556bf95ebd78984,2024-09-24 05:48:58.177590,2024-09-24 05:48:58.177590,star wars,movie
66f0e20b5556bf95ebd78984,2024-09-24 00:10:32.500416,2024-09-24 00:10:32.500416,tom hanks,person
