userid,createdat,cassandra_timestamp,keyword,searchtype
66f0e2d1a181d7946f1d5f3d,2024-09-02 22:12:12.571649,2024-09-02 22:12:12.571649,chris hemsworth,person
66f0e2d1a181d7946f1d5f3d,2024-09-02 08:38:12.403722,2024-09-02 08:38:12.403722,keanu reeves,person
66f0e2d1a181d7946f1d5f3d,2024-09-02 20:08:38.440885,2024-09-02 20:08:38.440885,back to the future,movie
66f0e2d1a181d7946f1d5f3d,2024-09-02 03:09:31.701254,2024-09-02 03:09:31.701254,pulp fiction,movie
66f0e2d1a181d7946f1d5f3d,2024-09-02 11:40:49.128641,2024-09-02 11:40:49.128641,jennifer aniston,person
66ea83e5b3b49e71529340f5,2024-09-02 03:22:32.554587,2024-09-02 03:22:32.554587,interstellar,movie
66ea83e5b3b49e71529340f5,2024-09-02 00:23:31.427191,2024-09-02 00:23:31.427191,fight club,movie
66ea83e5b3b49e71529340f5,2024-09-02 15:39:31.009568,2024-09-02 15:39:31.009568,kate winslet,person
66ea83e5b3b49e71529340f5,2024-09-02 11:40:08.769367,2024-09-02 11:40:08.769367,kate winslet,person
66ea83e5b3b49e71529340f5,2024-09-02 02:40:12.502383,2024-09-02 02:40:12.502383,natalie portman,person
66ea83e5b3b49e71529340f5,2024-09-02 05:13:17.480587,2024-09-02 05:13:17.480587,rick and morty,tv
66ea83e5b3b49e71529340f5,2024-09-02 23:05:21.109735,2024-09-02 23:05:21.109735,house of cards,tv
66ea83e5234900idsfggsdgg,2024-09-02 19:39:55.277153,2024-09-02 19:39:55.277153,chris hemsworth,person
66ea83e5234900idsfggsdgg,2024-09-02 10:08:01.817722,2024-09-02 10:08:01.817722,the boys,tv
66ea83e5234900idsfggsdgg,2024-09-02 05:41:50.762006,2024-09-02 05:41:50.762006,keanu reeves,person
66ea83e5234900idsfggsdgg,2024-09-02 19:25:44.696416,2024-09-02 19:25:44.696416,the big bang theory,tv
66ea83e5234900idsfggsdgg,2024-09-02 14:21:47.605323,2024-09-02 14:21:47.605323,stranger things,tv
66ea83e5234900idsfggsdgg,2024-09-02 12:21:00.517815,2024-09-02 12:21:00.517815,star wars,movie
66ea83e5234900idsfggsdgg,2024-09-02 20:11:37.769427,2024-09-02 20:11:37.769427,true detective,tv
66ea83e5234900idsfggsdgg,2024-09-02 21:14:06.481278,2024-09-02 21:14:06.481278,christian bale,person
66f0e0dbed136a0ac7c40e21,2024-09-02 23:28:58.765643,2024-09-02 23:28:58.765643,westworld,tv
66f0e0dbed136a0ac7c40e21,2024-09-02 22:23:24.024591,2024-09-02 22:23:24.024591,brad pitt,person
66f0e0dbed136a0ac7c40e21,2024-09-02 22:30:11.331280,2024-09-02 22:30:11.331280,angelina jolie,person
66f0e0dbed136a0ac7c40e21,2024-09-02 05:54:27.982702,2024-09-02 05:54:27.982702,avengers: endgame,movie
66f0e0dbed136a0ac7c40e21,2024-09-02 11:41:04.766559,2024-09-02 11:41:04.766559,christian bale,person
66f0e0dbed136a0ac7c40e21,2024-09-02 15:37:21.715825,2024-09-02 15:37:21.715825,meryl streep,person
66f0e0dbed136a0ac7c40e21,2024-09-02 01:09:39.240727,2024-09-02 01:09:39.240727,friends,tv
66f0e0dbed136a0ac7c40e21,2024-09-02 18:15:33.379325,2024-09-02 18:15:33.379325,house of cards,tv
66f0e0dbed136a0ac7c40e21,2024-09-02 21:08:05.564021,2024-09-02 21:08:05.564021,the matrix,movie
66f0e0dbed136a0ac7c40e21,2024-09-02 16:30:06.597227,2024-09-02 16:30:06.597227,the boys,tv
66f0e25ababc0efaf22091e1,2024-09-02 19:48:16.760993,2024-09-02 19:48:16.760993,game of thrones,tv
66f0e25ababc0efaf22091e1,2024-09-02 10:43:30.749227,2024-09-02 10:43:30.749227,pulp fiction,movie
66f0e25ababc0efaf22091e1,2024-09-02 22:38:46.346673,2024-09-02 22:38:46.346673,peaky blinders,tv
66f0e25ababc0efaf22091e1,2024-09-02 11:43:23.768697,2024-09-02 11:43:23.768697,spider-man,movie
66f0e25ababc0efaf22091e1,2024-09-02 06:04:47.948158,2024-09-02 06:04:47.948158,chernobyl,tv
66f0e25ababc0efaf22091e1,2024-09-02 07:43:01.613945,2024-09-02 07:43:01.613945,the office,tv
66f0e25ababc0efaf22091e1,2024-09-02 09:06:00.249543,2024-09-02 09:06:00.249543,titanic,movie
66f0e25ababc0efaf22091e1,2024-09-02 03:37:28.747061,2024-09-02 03:37:28.747061,dwayne johnson,person
66f0e25ababc0efaf22091e1,2024-09-02 05:02:54.869476,2024-09-02 05:02:54.869476,natalie portman,person
66f0e25ababc0efaf22091e1,2024-09-02 17:23:10.281516,2024-09-02 17:23:10.281516,better call saul,tv
66f0e3221a83bf58568fd200,2024-09-02 19:53:40.856201,2024-09-02 19:53:40.856201,saving private ryan,movie
66f0e3221a83bf58568fd200,2024-09-02 03:28:50.707533,2024-09-02 03:28:50.707533,spider-man,movie
66f0e3221a83bf58568fd200,2024-09-02 08:15:23.088109,2024-09-02 08:15:23.088109,house of cards,tv
66f0e3221a83bf58568fd200,2024-09-02 23:06:55.542109,2024-09-02 23:06:55.542109,true detective,tv
66f0e3221a83bf58568fd200,2024-09-02 20:38:00.005976,2024-09-02 20:38:00.005976,guardians of the galaxy,movie
66f0e3221a83bf58568fd200,2024-09-02 22:16:57.177440,2024-09-02 22:16:57.177440,goodfellas,movie
66f0e3221a83bf58568fd200,2024-09-02 12:50:47.115336,2024-09-02 12:50:47.115336,sherlock,tv
66f0e3221a83bf58568fd200,2024-09-02 20:59:14.222328,2024-09-02 20:59:14.222328,dwayne johnson,person
